Title,Authors,Publisher,Published Date,Description,Page Count,Genre,Language,Preview Link
Modern American Drama: Playwriting in the 1940s,Felicia Hardison Londré,Bloomsbury Publishing,2019-11-14,"The Decades of Modern American Drama series provides a comprehensive survey and study of the theatre produced in each decade from the 1930s to 2009 in eight volumes. Each volume equips readers with a detailed understanding of the context from which work emerged: an introduction considers life in the decade with a focus on domestic life and conditions, social changes, culture, media, technology, industry and political events; while a chapter on the theatre of the decade offers a wide-ranging and thorough survey of theatres, companies, dramatists, new movements and developments in response to the economic and political conditions of the day. The work of the four most prominent playwrights from the decade receives in-depth analysis and re-evaluation by a team of experts, together with commentary on their subsequent work and legacy. A final section brings together original documents such as interviews with the playwrights and with directors, drafts of play scenes, and other previously unpublished material. The major playwrights and their works to receive in-depth coverage in this volume include: * Eugene O'Neill: The Iceman Cometh (1946), A Moon for the Misbegotten (1947), Long Day's Journey Into Night (written 1941, produced 1956), and A Touch of the Poet (written 1942, produced 1958); * Tennessee Williams: The Glass Menagerie (1944), A Streetcar Named Desire (1947), Summer and Smoke (1948); * Arthur Miller: All My Sons (1947), Death of a Salesman (1949), and The Crucible (1953); * Thornton Wilder: Our Town (1938), The Skin of Our Teeth (1942), Shadow of a Doubt (1943), and The Alcestiad (written 1940s).",245,Literary Criticism,en,http://books.google.co.in/books?id=vn67DwAAQBAJ&printsec=frontcover&dq=Drama&hl=&cd=13&source=gbs_api
Theatre and Drama in the Making,"John Gassner, Ralph G. Allen",Boston : Houghton Mifflin,1964,,1102,Drama,en,http://books.google.co.in/books?id=FlpZAAAAMAAJ&q=Drama&dq=Drama&hl=&cd=16&source=gbs_api
The Elements of Drama,J. L. Styan,Cambridge University Press,1960,This introduction to drama explores the aims and techniques of the particular playwrights and their plays.,320,Drama,en,http://books.google.co.in/books?id=bOnd4QuAJHgC&printsec=frontcover&dq=Drama&hl=&cd=17&source=gbs_api
A Handbook of Classical Drama,Philip Whaley Harsh,"Stanford University, Calif : Stanford University Press ; London : H. Milford, Oxford University Press",1944,Critical study Many an analysis of the plays.,550,Drama,en,http://books.google.co.in/books?id=DoNfAAAAMAAJ&dq=Drama&hl=&cd=18&source=gbs_api
The Social Significance of the Modern Drama,Emma Goldman,,1914,"Study of several major and a few minor dramatists from Goldman's anarchist, social revolutionary viewpoint.",334,Drama,en,http://books.google.co.in/books?id=PhmgAAAAMAAJ&q=Drama&dq=Drama&hl=&cd=20&source=gbs_api
The Harcourt Anthology of Drama,William B. Worthen,Cengage Learning,2002,""" ... offers a convenient collection of classic and contemporary plays from Europe, the Americas, Africa, and Asia. Designed to be used in a variety of drama and theater courses, in general surveys of drama and theater, in courses on tragedy and/or comedy, or in classes on modern theater ...""--Pref.",1012,Drama,en,http://books.google.co.in/books?id=0_MA_AcfxK8C&q=Drama&dq=Drama&hl=&cd=21&source=gbs_api
Next Week--East Lynne,Gilbert B. Cross,Bucknell University Press,1977,"Examines plot, character, setting, and spectacle, viewing the plays in performance. Discusses the importance of costume, makeup, gesture, and audience participation, and relates the subject matter of the plays to contemporary society, especially as it reflected England's change from a semi-feudal to an increasingly democratic society. Illustrated.",300,Drama,en,http://books.google.co.in/books?id=ice0iBehDTQC&printsec=frontcover&dq=Drama&hl=&cd=23&source=gbs_api
Shakespeare and Early Modern Drama,"Pamela Bickley, Jenny Stevens",Bloomsbury Publishing,2016-02-25,"Where does Shakespeare fit into the drama of his day? Getting to know the work of Shakespeare's contemporaries offers an insight into Elizabethan and Jacobean preoccupations and the theatrical climate of the early modern period. This book provides an essential overview of some major dramatic works from their stage origins to today's screen productions. Each chapter includes: a detailed analysis of a play by Shakespeare considered alongside a key work by one other significant playwright of the day (including The Merchant of Venice, Volpone, The Spanish Tragedy, Titus Andronicus, Othello, The Changeling, Romeo and Juliet, The Duchess of Malfi, Measure for Measure, 'Tis Pity She's a Whore, The Taming of the Shrew, The Tragedy of Mariam, Doctor Faustus and Hamlet); close reading of the texts; a discussion of early modern theatrical practices; a focus on one ground-breaking example of early modern drama on screen; suggestions for links with other early modern texts and further reading. This is an ideal introduction for students of Shakespeare and his contemporaries, providing a route map to the very latest developments in early modern drama studies while fostering confident and independent critical thinking about a range of canonical texts. -- from back cover.",353,Literary Criticism,en,http://books.google.co.in/books?id=bpQ-CwAAQBAJ&dq=Drama&hl=&cd=24&source=gbs_api
"A Selective List of Essays and Books about the Drama and the Theatre, Exclusive of Biography ...","Drama League of America, Frank Chouteau Brown",,1912,,40,Drama,en,http://books.google.co.in/books?id=URIqAAAAYAAJ&dq=Drama&hl=&cd=26&source=gbs_api
Tragedy's End,Francis M. Dunn,Oxford University Press,1996-07-25,"Euripides is a notoriously problematic and controversial playwright whose innovations, according to Nietzsche, brought Greek tragedy to an early death. Dunn here argues that the infamous and artificial endings in Euripides deny the viewer access to a stable or authoritative reading of the play, while innovations in plot and ending opened tragedy up to a medley of comic, parodic, and narrative impulses. Part One explores the dramatic and metadramatic uses of novel closing gestures, such as aetiology, closing prophecy, exit lines of the chorus, and deus ex machina. Part Two shows how experimentation in plot and ending reinforce one another in Hippolytus, Trojan Women, and Heracles. Part Three argues that in three late plays, Helen, Orestes, and Phoenician Women, Euripides devises radically new and untragic ways of representing and understanding human experience. Tragedy's End is the first comprehensive study of closure in classical literature, and will be of interest to a range of students and scholars.",263,Literary Criticism,en,http://books.google.co.in/books?id=JpaEWcrSjSkC&printsec=frontcover&dq=Drama&hl=&cd=30&source=gbs_api
Masters of the Drama,John Gassner,,1940,,848,Drama,en,http://books.google.co.in/books?id=IoAeAAAAMAAJ&q=Drama&dq=Drama&hl=&cd=32&source=gbs_api
The Ambivalences of Medieval Religious Drama,Rainer Warning,Stanford University Press,2001,"What is medieval religious drama, and what function does it serve in negotiating between the domains of theology and popular life? This book aims to answer these questions by studying three sets of these dramas from Germany, France, England, and Spain: 10th-century Easter plays, 12th-century Adam plays, and 15th- and 16th-century Passion plays.",352,Literary Criticism,en,http://books.google.co.in/books?id=ojjFm80xQ7EC&printsec=frontcover&dq=Drama&hl=&cd=33&source=gbs_api
Drama in the Modern World,Samuel A. Weiss,Houghton Mifflin,1964,,0,Drama,en,http://books.google.co.in/books?id=YIFt0AEACAAJ&dq=Drama&hl=&cd=35&source=gbs_api
